0,1,2,3,4,5,6,7,8,9,10,11,12,13,Class
-147.297075909,-288.047615112,74.6305184607,430.762115326,333.873372061,136.822617178,-268.40800499,-80.5224014971,-90.9968602284,-18.3303027798,-60.8827913758,-210.798481968,-51.7176399859,-62.1920987173,3
-146.642422239,-261.206814612,80.5224014971,418.323695582,327.981489025,134.858656166,-265.134736637,-83.1410161799,-93.6154749112,-6.54653670708,-60.8827913758,-201.633330578,-43.2071422667,-56.9548693516,3
-144.023807556,-261.206814612,70.0479427658,405.230622168,318.161683964,137.477270849,-248.113741198,-73.3212111193,-79.8677478264,-11.7837660727,-40.5885275839,-202.287984249,-46.4804106203,-61.5374450465,3
-134.858656166,-260.552160942,70.0479427658,394.101509766,297.867420172,128.312119459,-231.09274576,-65.4653670708,-85.7596308627,-13.0930734142,-37.9699129011,-181.339066786,-43.8617959374,-55.6455620102,4
-138.131924519,-260.552160942,70.0479427658,373.807245974,302.449995867,125.693504776,-227.819477406,-66.7746744122,-83.1410161799,-7.8558440485,-44.5164496081,-172.173915396,-44.5164496081,-58.264176693,4
-132.240041483,-253.350970564,64.8107134001,377.080514328,285.429000429,123.074890093,-228.474131077,-61.5374450465,-81.1770551678,-15.711688097,-47.135064291,-177.411144762,-37.9699129011,-60.8827913758,4
-129.6214268,-244.185819174,73.3212111193,384.281704706,288.047615112,109.327163008,-236.329975126,-71.3572501072,-79.8677478264,-23.5675321455,-45.1711032789,-178.720452103,-42.552488596,-64.1560597294,4
-140.750539202,-262.516121954,75.9398258021,394.756163437,303.104649538,131.585387812,-244.840472845,-64.8107134001,-85.7596308627,-17.6756491091,-41.2431812546,-186.576296152,-41.2431812546,-64.1560597294,4
-127.657465788,-258.58819993,62.1920987173,398.684085461,307.032571562,117.837660727,-238.948589808,-67.4293280829,-90.9968602284,-15.0570344263,-47.135064291,-193.122832859,-41.2431812546,-36.6606055596,4
-122.420236422,-230.438092089,54.9909083395,364.642094584,290.011576124,123.074890093,-219.963633358,-64.8107134001,-82.4863625092,-7.8558440485,-57.6095230223,-189.849564505,-41.8978349253,-32.7326835354,4
-113.255085032,-205.561252602,55.6455620102,331.254757378,269.062658661,126.348158447,-203.59729159,-66.1200207415,-70.0479427658,-5.89188303637,-49.7536789738,-169.555300713,-32.7326835354,-45.8257569496,7
-100.816665289,-197.050754883,45.8257569496,284.119693087,230.438092089,106.708548325,-174.137876408,-44.5164496081,-62.846752388,-3.92792202425,-36.0059518889,-142.059846544,-34.6966445475,-38.6245665718,7
-94.9247822527,-191.813525517,41.2431812546,278.227810051,222.582248041,106.053894655,-166.28203236,-37.3152592304,-50.4083326445,-4.58257569496,-33.3873372061,-128.966773129,-34.6966445475,-49.0990253031,7
-87.0689382042,-180.684413115,43.8617959374,270.371966002,204.251945261,86.4142845335,-171.519261725,-39.2792202425,-43.2071422667,-12.4384197435,-31.423376194,-134.204002495,-32.7326835354,-53.6816009981,7
-89.687552887,-185.921642481,46.4804106203,275.609195368,213.417096651,92.3061675698,-171.519261725,-41.2431812546,-45.8257569496,-15.0570344263,-33.3873372061,-134.204002495,-34.6966445475,-53.6816009981,7
-94.9247822527,-184.61233514,45.8257569496,282.155732075,219.308979687,94.2701285819,-176.756491091,-41.2431812546,-50.4083326445,-9.16515138991,-28.1501078404,-139.441231861,-32.0780298647,-55.6455620102,7
-92.3061675698,-194.4321402,48.4443716324,290.011576124,213.417096651,90.9968602284,-179.375105774,-43.8617959374,-53.0269473273,-7.20119037779,-28.1501078404,-136.822617178,-32.0780298647,-55.6455620102,7
-94.9247822527,-196.396101212,51.0629863152,290.666229794,214.071750322,90.9968602284,-176.756491091,-36.6606055596,-53.0269473273,-11.7837660727,-30.7687225233,-134.858656166,-34.6966445475,-50.4083326445,7
-94.9247822527,-193.77748653,43.8617959374,280.191771063,214.071750322,90.9968602284,-176.756491091,-39.2792202425,-50.4083326445,-19.6396101212,-33.3873372061,-136.822617178,-37.3152592304,-48.4443716324,7
-92.3061675698,-179.375105774,48.4443716324,282.810385746,216.035711334,89.0328992163,-176.756491091,-49.0990253031,-51.0629863152,-11.7837660727,-40.5885275839,-138.78657819,-34.0419908768,-50.4083326445,7
-94.9247822527,-178.720452103,51.7176399859,286.73830777,211.453135639,98.8527042769,-179.375105774,-38.6245665718,-55.6455620102,-19.6396101212,-33.3873372061,-139.441231861,-32.0780298647,-45.8257569496,7
-92.3061675698,-183.303027798,46.4804106203,272.335927015,223.236901711,93.6154749112,-174.137876408,-45.8257569496,-47.7897179617,-14.4023807556,-30.7687225233,-136.822617178,-32.7326835354,-45.8257569496,7
-87.7235918749,-185.921642481,41.8978349253,270.371966002,209.489174627,95.5794359234,-168.900647043,-41.8978349253,-53.0269473273,-9.81980506062,-35.3512982182,-136.822617178,-30.1140688526,-41.8978349253,7
-90.3422065577,-165.627378689,49.0990253031,265.134736637,206.870559944,90.9968602284,-172.173915396,-41.8978349253,-51.0629863152,-14.4023807556,-34.0419908768,-136.167963507,-27.4954541697,-49.0990253031,7
-97.5433969355,-172.173915396,51.0629863152,267.098697649,213.417096651,96.2340895941,-169.555300713,-40.5885275839,-45.8257569496,-12.4384197435,-31.423376194,-132.240041483,-32.7326835354,-53.0269473273,7
-92.3061675698,-189.194910835,48.4443716324,288.047615112,212.107789309,94.2701285819,-176.756491091,-34.0419908768,-51.0629863152,-11.7837660727,-28.1501078404,-132.240041483,-34.0419908768,-50.4083326445,7
-89.687552887,-191.158871847,46.4804106203,282.155732075,209.489174627,88.3782455456,-171.519261725,-39.2792202425,-51.0629863152,-12.4384197435,-30.7687225233,-134.858656166,-39.2792202425,-40.5885275839,7
-89.687552887,-185.921642481,44.5164496081,270.371966002,212.107789309,90.9968602284,-166.28203236,-42.552488596,-48.4443716324,-7.20119037779,-33.3873372061,-128.966773129,-34.0419908768,-41.8978349253,7
-89.687552887,-174.792530079,41.2431812546,271.026619673,212.107789309,93.6154749112,-177.411144762,-39.9338739132,-45.8257569496,-7.8558440485,-35.3512982182,-144.023807556,-29.4594151819,-51.0629863152,7
-90.3422065577,-178.720452103,43.8617959374,276.918502709,206.870559944,87.0689382042,-182.648374128,-46.4804106203,-45.8257569496,-14.4023807556,-36.0059518889,-144.678461226,-32.0780298647,-48.4443716324,7
-94.9247822527,-174.137876408,51.0629863152,277.57315638,218.654326016,96.8887432648,-181.993720457,-48.4443716324,-58.264176693,-14.4023807556,-33.3873372061,-150.570344263,-24.8768394869,-50.4083326445,7
-100.816665289,-174.137876408,51.0629863152,286.083654099,225.200862724,93.6154749112,-181.993720457,-46.4804106203,-58.264176693,-8.5104977192,-28.1501078404,-147.297075909,-29.4594151819,-45.1711032789,7
-97.5433969355,-185.921642481,51.7176399859,287.392961441,226.510170065,96.2340895941,-181.993720457,-49.0990253031,-60.8827913758,-9.16515138991,-30.7687225233,-142.059846544,-26.840800499,-45.8257569496,7
-100.162011618,-185.921642481,49.0990253031,288.702268782,220.618287029,96.2340895941,-187.885603493,-48.4443716324,-58.264176693,-11.7837660727,-32.7326835354,-144.678461226,-26.840800499,-45.8257569496,7
-105.399240984,-179.375105774,51.0629863152,294.594151819,227.164823736,98.8527042769,-190.504218176,-53.6816009981,-60.8827913758,-16.3663417677,-40.5885275839,-150.570344263,-26.840800499,-50.4083326445,7
-103.435279972,-197.050754883,53.0269473273,299.176727514,229.783438418,98.8527042769,-190.504218176,-54.3362546688,-57.6095230223,-11.129112402,-36.6606055596,-150.570344263,-32.0780298647,-45.8257569496,7
-122.420236422,-226.510170065,65.4653670708,312.269800928,254.660277905,106.708548325,-182.648374128,-44.5164496081,-73.3212111193,-3.27326835354,-38.6245665718,-142.714500214,-49.0990253031,-42.552488596,4
-108.017855667,-216.035711334,60.8827913758,309.651186245,236.329975126,96.2340895941,-185.26698881,-47.135064291,-65.4653670708,-11.129112402,-36.6606055596,-137.477270849,-41.8978349253,-51.0629863152,4
-108.017855667,-202.942637919,53.0269473273,294.594151819,238.293936138,93.6154749112,-190.504218176,-53.6816009981,-60.2281377051,-8.5104977192,-33.3873372061,-143.369153885,-34.6966445475,-48.4443716324,4
-108.017855667,-201.633330578,53.0269473273,315.543069281,229.128784748,98.8527042769,-203.59729159,-54.3362546688,-60.2281377051,-5.89188303637,-41.2431812546,-160.390149323,-36.6606055596,-53.6816009981,4
-109.981816679,-222.582248041,65.4653670708,333.21871839,231.747399431,102.12597263,-206.870559944,-58.9188303637,-65.4653670708,9.16515138991,-47.135064291,-170.864608055,-45.1711032789,-58.264176693,4
-108.672509338,-264.480082966,72.6665574486,347.621099146,242.221858162,85.7596308627,-182.648374128,-61.5374450465,-68.0839817536,22.2582248041,-42.552488596,-162.354110336,-34.6966445475,-43.8617959374,2
-92.3061675698,-242.876511833,98.8527042769,241.567204491,255.314931576,46.4804106203,-153.843612616,-70.0479427658,-104.744587313,-0.654653670708,-74.6305184607,-138.131924519,-34.0419908768,-25.5314931576,2
-97.5433969355,-204.251945261,104.089933643,211.453135639,235.675321455,50.4083326445,-159.080841982,-68.7386354243,-97.5433969355,13.0930734142,-75.2851721314,-149.915690592,-28.1501078404,-32.0780298647,2
-117.837660727,-193.77748653,109.327163008,179.375105774,258.58819993,58.264176693,-153.843612616,-54.3362546688,-111.945777691,8.5104977192,-79.2130941557,-169.555300713,-22.2582248041,-24.2221858162,2
-127.657465788,-176.10183742,97.5433969355,151.224997934,278.227810051,66.7746744122,-148.606383251,-47.135064291,-106.708548325,-7.20119037779,-52.3722936566,-162.354110336,-8.5104977192,-33.3873372061,2
-126.348158447,-165.627378689,72.6665574486,166.28203236,277.57315638,85.7596308627,-168.245993372,-44.5164496081,-90.3422065577,-13.0930734142,-29.4594151819,-150.570344263,-2.61861468283,-54.9909083395,2
-104.089933643,-184.61233514,51.0629863152,246.804433857,240.25789715,96.8887432648,-182.648374128,-51.7176399859,-58.264176693,-11.129112402,-24.2221858162,-145.333114897,-17.6756491091,-66.1200207415,4
-103.435279972,-204.906598932,48.4443716324,286.083654099,235.020667784,98.8527042769,-184.61233514,-54.3362546688,-60.8827913758,-11.129112402,-30.7687225233,-142.714500214,-26.840800499,-53.0269473273,4
-129.6214268,-265.134736637,64.1560597294,415.050427229,320.125644976,129.6214268,-264.480082966,-73.97586479,-98.8527042769,-22.9128784748,-63.5014060587,-217.999672346,-47.7897179617,-34.0419908768,3
-126.348158447,-231.09274576,63.5014060587,410.467851534,307.032571562,122.420236422,-266.444043978,-79.2130941557,-106.708548325,-12.4384197435,-75.9398258021,-219.308979687,-34.6966445475,-26.1861468283,3
-149.915690592,-200.324023237,81.8317088385,387.554973059,304.413956879,155.152919958,-250.07770221,-86.4142845335,-81.8317088385,-9.81980506062,-44.5164496081,-190.504218176,-24.8768394869,-81.1770551678,3
-152.534305275,-254.005624235,76.5944794728,405.885275839,301.795342196,143.369153885,-250.732355881,-67.4293280829,-85.7596308627,-12.4384197435,-32.7326835354,-195.741447542,-37.9699129011,-72.6665574486,3
-151.224997934,-289.356922453,75.2851721314,403.921314827,316.197722952,130.930734142,-240.25789715,-58.9188303637,-88.3782455456,-14.4023807556,-39.2792202425,-186.576296152,-53.0269473273,-60.8827913758,4
-145.987768568,-282.155732075,75.2851721314,406.53992951,301.795342196,122.420236422,-242.876511833,-65.4653670708,-88.3782455456,-13.7477270849,-48.4443716324,-183.957681469,-53.0269473273,-54.9909083395,4
-139.441231861,-264.480082966,72.6665574486,400.648046473,305.06861055,123.729543764,-233.711360443,-67.4293280829,-79.8677478264,-18.9849564505,-38.6245665718,-178.720452103,-49.0990253031,-54.9909083395,4
-142.059846544,-259.2428536,69.393289095,382.317743693,307.687225233,133.549348824,-231.09274576,-64.8107134001,-82.4863625092,-13.7477270849,-38.6245665718,-178.720452103,-37.9699129011,-60.2281377051,4
-138.78657819,-250.07770221,70.7025964365,380.353782681,290.666229794,123.074890093,-236.329975126,-68.0839817536,-77.9037868142,-11.129112402,-41.8978349253,-181.339066786,-43.2071422667,-65.4653670708,4
-142.059846544,-259.897507271,75.2851721314,385.591012047,301.140688526,125.693504776,-242.221858162,-62.1920987173,-85.7596308627,-22.9128784748,-44.5164496081,-189.194910835,-43.2071422667,-66.1200207415,4
-144.678461226,-259.2428536,72.6665574486,396.720124449,315.543069281,123.074890093,-249.42304854,-68.0839817536,-88.3782455456,-20.2942637919,-40.5885275839,-198.360062225,-39.9338739132,-58.264176693,4
-136.167963507,-257.278892588,66.7746744122,402.612007485,317.507030293,117.183007057,-244.840472845,-75.2851721314,-87.0689382042,-14.4023807556,-38.6245665718,-198.360062225,-37.9699129011,-44.5164496081,4
-128.966773129,-240.25789715,64.1560597294,378.389821669,301.795342196,133.549348824,-221.272940699,-67.4293280829,-81.8317088385,-6.54653670708,-45.8257569496,-188.540257164,-39.9338739132,-44.5164496081,4
-119.80162174,-218.654326016,49.7536789738,346.311791805,278.882463722,125.038851105,-203.59729159,-56.3002156809,-77.9037868142,-4.58257569496,-41.8978349253,-178.065798433,-38.6245665718,-39.2792202425,7
-111.29112402,-205.561252602,51.7176399859,311.615147257,263.825429295,118.492314398,-188.540257164,-58.264176693,-60.8827913758,0.0,-50.4083326445,-157.771534641,-36.6606055596,-49.0990253031,7
-105.399240984,-183.303027798,54.3362546688,299.176727514,233.711360443,112.600431362,-191.158871847,-50.4083326445,-66.1200207415,-14.4023807556,-37.3152592304,-154.498266287,-26.1861468283,-53.0269473273,7
-104.089933643,-185.26698881,47.135064291,286.73830777,235.020667784,102.12597263,-176.10183742,-45.8257569496,-53.0269473273,-6.54653670708,-28.8047615112,-149.261036921,-34.6966445475,-51.0629863152,7
-100.816665289,-197.705408554,45.1711032789,282.810385746,222.582248041,105.399240984,-168.900647043,-42.552488596,-55.6455620102,-1.96396101212,-27.4954541697,-129.6214268,-31.423376194,-53.6816009981,7
-96.8887432648,-196.396101212,47.135064291,286.73830777,216.690365004,96.8887432648,-170.864608055,-34.6966445475,-47.7897179617,-14.4023807556,-28.1501078404,-132.894695154,-30.1140688526,-58.264176693,7
-90.9968602284,-195.741447542,49.0990253031,283.465039417,221.272940699,89.687552887,-176.10183742,-47.7897179617,-52.3722936566,-17.0209954384,-30.7687225233,-134.858656166,-32.0780298647,-54.3362546688,7
-92.9608212405,-187.885603493,49.0990253031,291.975537136,217.999672346,92.3061675698,-178.720452103,-45.1711032789,-54.9909083395,-16.3663417677,-35.3512982182,-142.714500214,-37.3152592304,-43.8617959374,7
-98.1980506062,-181.339066786,49.0990253031,278.882463722,223.236901711,94.9247822527,-176.10183742,-40.5885275839,-54.9909083395,-11.129112402,-36.0059518889,-139.441231861,-34.6966445475,-46.4804106203,7
-92.9608212405,-180.029759445,49.0990253031,276.918502709,212.76244298,94.9247822527,-176.10183742,-42.552488596,-52.3722936566,-9.16515138991,-37.9699129011,-140.095885532,-32.0780298647,-46.4804106203,7
-92.9608212405,-178.065798433,44.5164496081,276.263849039,223.236901711,89.687552887,-173.483222738,-47.7897179617,-50.4083326445,-18.9849564505,-31.423376194,-142.714500214,-30.1140688526,-51.0629863152,7
-92.9608212405,-172.828569067,49.0990253031,276.263849039,225.855516394,97.5433969355,-170.864608055,-50.4083326445,-54.9909083395,-9.16515138991,-30.7687225233,-137.477270849,-24.2221858162,-51.7176399859,7
-90.3422065577,-178.065798433,49.0990253031,282.155732075,213.417096651,92.3061675698,-173.483222738,-45.1711032789,-54.9909083395,-11.7837660727,-30.7687225233,-137.477270849,-26.840800499,-51.7176399859,7
-98.1980506062,-178.720452103,53.6816009981,271.681273344,210.798481968,92.3061675698,-169.555300713,-45.1711032789,-53.0269473273,-7.20119037779,-31.423376194,-132.240041483,-34.0419908768,-51.0629863152,7
-98.1980506062,-180.029759445,49.7536789738,275.609195368,208.834520956,92.9608212405,-168.900647043,-37.3152592304,-49.7536789738,-9.16515138991,-26.1861468283,-132.894695154,-34.6966445475,-55.6455620102,7
-92.9608212405,-187.885603493,49.0990253031,278.882463722,216.035711334,92.3061675698,-176.10183742,-42.552488596,-54.9909083395,-13.7477270849,-35.3512982182,-137.477270849,-29.4594151819,-49.0990253031,7
-95.5794359234,-187.885603493,43.8617959374,289.356922453,217.345018675,96.8887432648,-176.10183742,-42.552488596,-50.4083326445,-18.9849564505,-35.3512982182,-140.095885532,-32.0780298647,-48.4443716324,7
-92.9608212405,-183.957681469,41.8978349253,281.501078404,220.618287029,89.687552887,-173.483222738,-48.4443716324,-52.3722936566,-16.3663417677,-30.7687225233,-144.023807556,-32.0780298647,-43.8617959374,7
-93.6154749112,-185.921642481,43.8617959374,276.263849039,218.654326016,97.5433969355,-163.663417677,-43.2071422667,-54.9909083395,-6.54653670708,-31.423376194,-134.858656166,-34.0419908768,-43.8617959374,7
-92.9608212405,-182.648374128,41.8978349253,273.645234356,203.59729159,87.0689382042,-169.555300713,-47.7897179617,-53.0269473273,-7.20119037779,-34.0419908768,-125.693504776,-24.8768394869,-43.2071422667,7
-87.7235918749,-174.792530079,46.4804106203,273.645234356,199.014715895,85.104977192,-166.936686031,-45.1711032789,-50.4083326445,-14.4023807556,-30.7687225233,-128.312119459,-31.423376194,-46.4804106203,7
-85.104977192,-172.828569067,44.5164496081,274.299888027,195.086793871,87.7235918749,-178.720452103,-45.1711032789,-51.0629863152,-14.4023807556,-36.0059518889,-137.477270849,-36.6606055596,-48.4443716324,7
-92.9608212405,-180.029759445,49.0990253031,278.882463722,205.561252602,87.0689382042,-178.720452103,-50.4083326445,-54.9909083395,-11.7837660727,-43.2071422667,-137.477270849,-34.6966445475,-46.4804106203,7
-95.5794359234,-174.792530079,49.0990253031,281.501078404,208.179867285,92.3061675698,-178.720452103,-50.4083326445,-54.9909083395,-13.7477270849,-37.9699129011,-134.858656166,-29.4594151819,-46.4804106203,7
-95.5794359234,-165.627378689,51.0629863152,281.501078404,212.76244298,97.5433969355,-178.720452103,-45.1711032789,-57.6095230223,-13.7477270849,-36.0059518889,-142.714500214,-29.4594151819,-48.4443716324,7
-98.1980506062,-170.864608055,56.3002156809,286.083654099,217.999672346,94.9247822527,-178.720452103,-43.2071422667,-54.9909083395,-11.7837660727,-26.1861468283,-140.095885532,-32.0780298647,-48.4443716324,7
-100.816665289,-187.230949822,51.7176399859,284.119693087,228.474131077,97.5433969355,-178.720452103,-45.1711032789,-52.3722936566,-9.16515138991,-23.5675321455,-143.369153885,-29.4594151819,-51.7176399859,7
-122.420236422,-224.546209053,64.1560597294,305.06861055,248.113741198,108.017855667,-185.921642481,-47.135064291,-70.7025964365,-6.54653670708,-43.8617959374,-138.131924519,-45.8257569496,-49.0990253031,4
-111.945777691,-209.489174627,61.5374450465,304.413956879,231.747399431,94.9247822527,-188.540257164,-47.7897179617,-68.0839817536,-11.7837660727,-34.0419908768,-137.477270849,-38.6245665718,-48.4443716324,4
-111.945777691,-214.071750322,63.5014060587,297.867420172,231.747399431,96.8887432648,-190.504218176,-49.7536789738,-64.8107134001,-6.54653670708,-41.8978349253,-135.513309837,-43.8617959374,-48.4443716324,4
-100.162011618,-200.324023237,85.104977192,198.360062225,225.200862724,55.6455620102,-163.008764006,-53.6816009981,-86.4142845335,9.81980506062,-66.7746744122,-148.606383251,-30.7687225233,-40.5885275839,2
-147.297075909,-234.366014113,73.97586479,203.59729159,278.227810051,60.2281377051,-185.26698881,-51.0629863152,-99.5073579476,36.0059518889,-27.4954541697,-181.339066786,-9.16515138991,-47.135064291,2
-148.606383251,-248.768394869,56.3002156809,195.741447542,289.356922453,58.9188303637,-178.720452103,-53.6816009981,-87.0689382042,38.6245665718,-24.8768394869,-170.864608055,-7.20119037779,-57.6095230223,2
-144.023807556,-227.164823736,54.3362546688,204.251945261,280.191771063,67.4293280829,-176.10183742,-41.2431812546,-83.1410161799,25.5314931576,-32.0780298647,-152.534305275,-6.54653670708,-62.846752388,4
-121.765582752,-211.453135639,49.0990253031,252.696316893,247.459087528,81.1770551678,-183.957681469,-34.6966445475,-63.5014060587,2.61861468283,-32.0780298647,-140.095885532,-28.8047615112,-58.264176693,4
-117.837660727,-149.915690592,56.9548693516,345.657138134,270.371966002,138.131924519,-230.438092089,-77.2491331435,-83.1410161799,-9.81980506062,-52.3722936566,-200.978676907,-10.4744587313,-33.3873372061,3
-125.693504776,-161.044802994,62.1920987173,329.290796366,271.681273344,140.750539202,-225.855516394,-83.7956698506,-73.97586479,-6.54653670708,-58.9188303637,-182.648374128,-20.2942637919,-66.7746744122,3
-140.095885532,-190.504218176,89.0328992163,360.71417256,259.897507271,138.131924519,-250.07770221,-81.8317088385,-89.687552887,-13.7477270849,-47.135064291,-170.864608055,-7.8558440485,-81.8317088385,3
-145.987768568,-244.185819174,87.0689382042,399.993392803,288.702268782,121.765582752,-261.206814612,-70.0479427658,-89.687552887,-22.9128784748,-29.4594151819,-187.885603493,-36.6606055596,-61.5374450465,3
-155.152919958,-284.119693087,78.558440485,415.7050809,320.780298647,127.002812117,-261.206814612,-76.5944794728,-96.2340895941,-14.4023807556,-48.4443716324,-190.504218176,-53.0269473273,-57.6095230223,3
-152.534305275,-290.666229794,72.0119037779,408.503890522,319.470991305,127.657465788,-241.567204491,-63.5014060587,-86.4142845335,-8.5104977192,-42.552488596,-191.813525517,-58.9188303637,-51.0629863152,3
-149.261036921,-274.299888027,74.6305184607,402.612007485,320.125644976,124.384197435,-235.675321455,-75.2851721314,-86.4142845335,-10.4744587313,-44.5164496081,-177.411144762,-45.8257569496,-56.3002156809,4
-143.369153885,-254.005624235,72.0119037779,394.756163437,301.795342196,132.894695154,-236.329975126,-66.1200207415,-89.0328992163,-13.7477270849,-41.8978349253,-180.029759445,-37.9699129011,-62.1920987173,4
-137.477270849,-261.861468283,72.0119037779,387.554973059,293.284844477,121.110929081,-238.948589808,-63.5014060587,-83.1410161799,-10.4744587313,-45.1711032789,-180.684413115,-43.8617959374,-56.9548693516,4
-135.513309837,-257.278892588,68.0839817536,388.864280401,309.651186245,117.837660727,-244.185819174,-69.393289095,-88.3782455456,-20.9489174627,-47.7897179617,-191.813525517,-41.2431812546,-51.0629863152,4
-132.240041483,-235.020667784,60.8827913758,389.518934071,295.90345916,130.930734142,-233.056706772,-68.0839817536,-83.1410161799,-11.129112402,-47.7897179617,-195.741447542,-37.9699129011,-43.8617959374,4
-123.729543764,-231.09274576,61.5374450465,356.786250536,288.702268782,132.240041483,-210.143828297,-62.1920987173,-77.9037868142,-1.30930734142,-47.7897179617,-180.029759445,-40.5885275839,-46.4804106203,4
-119.146968069,-220.618287029,54.3362546688,334.528025732,270.371966002,125.693504776,-191.158871847,-47.7897179617,-66.7746744122,-6.54653670708,-37.3152592304,-159.735495653,-37.3152592304,-44.5164496081,7
-98.1980506062,-205.561252602,47.135064291,297.212766501,231.747399431,97.5433969355,-183.303027798,-46.4804106203,-54.9909083395,-13.0930734142,-32.7326835354,-149.261036921,-32.7326835354,-51.7176399859,7
-103.435279972,-200.978676907,49.7536789738,282.810385746,229.128784748,98.1980506062,-181.993720457,-49.0990253031,-60.8827913758,-9.81980506062,-35.3512982182,-136.822617178,-34.6966445475,-51.7176399859,7
-96.2340895941,-196.396101212,44.5164496081,288.702268782,219.308979687,94.9247822527,-176.756491091,-39.2792202425,-53.0269473273,-12.4384197435,-37.9699129011,-140.095885532,-39.2792202425,-49.0990253031,7
-90.9968602284,-195.741447542,44.5164496081,284.119693087,217.999672346,87.7235918749,-180.684413115,-44.5164496081,-50.4083326445,-12.4384197435,-33.3873372061,-137.477270849,-34.6966445475,-47.135064291,7
-92.9608212405,-178.065798433,47.135064291,280.191771063,216.035711334,92.3061675698,-181.339066786,-44.5164496081,-55.6455620102,-13.0930734142,-36.0059518889,-146.642422239,-29.4594151819,-47.135064291,7
-90.3422065577,-175.44718375,49.7536789738,282.810385746,217.999672346,95.5794359234,-181.339066786,-46.4804106203,-53.0269473273,-13.0930734142,-33.3873372061,-141.405192873,-29.4594151819,-47.135064291,7
-98.1980506062,-183.303027798,47.135064291,275.609195368,221.272940699,97.5433969355,-173.483222738,-49.0990253031,-60.2281377051,-13.0930734142,-36.0059518889,-136.822617178,-27.4954541697,-44.5164496081,7
-98.1980506062,-185.921642481,47.135064291,282.810385746,216.035711334,85.104977192,-170.864608055,-49.0990253031,-50.4083326445,-13.0930734142,-28.1501078404,-132.240041483,-29.4594151819,-49.7536789738,7
-98.1980506062,-191.158871847,47.135064291,275.609195368,216.035711334,97.5433969355,-174.137876408,-44.5164496081,-53.0269473273,-15.711688097,-36.0059518889,-136.822617178,-32.0780298647,-49.7536789738,7
-95.5794359234,-191.158871847,44.5164496081,274.954541697,214.726403992,89.687552887,-173.483222738,-47.135064291,-53.0269473273,-13.0930734142,-33.3873372061,-130.276080471,-34.6966445475,-41.8978349253,7
-93.6154749112,-193.122832859,52.3722936566,274.954541697,210.143828297,99.5073579476,-171.519261725,-45.1711032789,-55.6455620102,-10.4744587313,-40.5885275839,-129.6214268,-34.6966445475,-49.7536789738,7
-100.816665289,-187.885603493,47.135064291,276.263849039,208.834520956,92.3061675698,-171.519261725,-37.9699129011,-53.6816009981,-12.4384197435,-33.3873372061,-132.240041483,-36.6606055596,-47.135064291,7
-93.6154749112,-199.014715895,44.5164496081,280.846424734,218.654326016,85.7596308627,-171.519261725,-44.5164496081,-48.4443716324,-12.4384197435,-33.3873372061,-134.858656166,-36.6606055596,-49.7536789738,7
-93.6154749112,-185.921642481,44.5164496081,284.774346758,223.891555382,90.3422065577,-176.10183742,-49.0990253031,-53.0269473273,-17.6756491091,-36.0059518889,-146.642422239,-32.0780298647,-47.135064291,7
-92.9608212405,-178.720452103,44.5164496081,282.810385746,228.474131077,94.9247822527,-178.720452103,-49.7536789738,-54.9909083395,-13.0930734142,-30.7687225233,-145.987768568,-27.4954541697,-54.3362546688,7
-92.9608212405,-183.303027798,41.8978349253,282.810385746,216.690365004,95.5794359234,-175.44718375,-41.8978349253,-54.9909083395,-5.23722936566,-30.7687225233,-141.405192873,-27.4954541697,-44.5164496081,7
-87.7235918749,-175.44718375,39.9338739132,271.026619673,210.798481968,94.2701285819,-168.900647043,-44.5164496081,-53.0269473273,-7.8558440485,-30.7687225233,-134.858656166,-24.8768394869,-46.4804106203,7
-87.7235918749,-172.828569067,47.135064291,262.516121954,203.59729159,90.3422065577,-170.864608055,-41.8978349253,-50.4083326445,-10.4744587313,-30.7687225233,-134.858656166,-29.4594151819,-41.8978349253,7
-95.5794359234,-178.065798433,49.7536789738,277.57315638,215.381057663,90.3422065577,-170.864608055,-51.7176399859,-53.0269473273,-15.711688097,-30.7687225233,-136.167963507,-32.0780298647,-49.7536789738,7
-95.5794359234,-185.26698881,54.9909083395,280.191771063,213.417096651,92.3061675698,-176.10183742,-54.3362546688,-57.6095230223,-13.0930734142,-35.3512982182,-131.585387812,-27.4954541697,-52.3722936566,7
-98.1980506062,-190.504218176,54.3362546688,290.011576124,215.381057663,87.0689382042,-181.339066786,-47.135064291,-60.2281377051,-17.6756491091,-35.3512982182,-138.78657819,-34.6966445475,-39.9338739132,7
-100.816665289,-185.921642481,56.9548693516,291.975537136,217.999672346,90.3422065577,-181.339066786,-53.6816009981,-62.846752388,-15.0570344263,-40.5885275839,-136.167963507,-34.6966445475,-39.9338739132,7
-103.435279972,-182.648374128,56.9548693516,291.975537136,222.582248041,96.8887432648,-181.339066786,-53.6816009981,-64.8107134001,-19.6396101212,-33.3873372061,-139.441231861,-30.1140688526,-39.9338739132,7
-111.29112402,-185.921642481,62.1920987173,291.975537136,223.236901711,104.089933643,-176.756491091,-58.264176693,-64.8107134001,-12.4384197435,-34.6966445475,-134.204002495,-32.0780298647,-48.4443716324,7
-136.822617178,-253.350970564,81.1770551678,344.347830792,257.933546259,95.5794359234,-211.453135639,-60.2281377051,-81.8317088385,-17.6756491091,-18.9849564505,-142.059846544,-36.6606055596,-60.8827913758,1
